Zip;City;State;Latitude;Longitude;Timezone;Daylight savings time flag;geopoint
38401;Columbia;TN;35.619784;-87.03565;-6;1;35.619784,-87.03565
38017;Collierville;TN;35.057224;-89.67417;-6;1;35.057224,-89.67417
37616;Afton;TN;36.218863;-82.74704;-5;1;36.218863,-82.74704
38138;Germantown;TN;35.088885;-89.80677;-6;1;35.088885,-89.80677
37407;Chattanooga;TN;35.000825;-85.28673;-5;1;35.000825,-85.28673
37367;Pikeville;TN;35.635097;-85.17161;-6;1;35.635097,-85.17161
37050;Cumberland City;TN;36.373626;-87.63158;-6;1;36.373626,-87.63158
37322;Decatur;TN;35.503723;-84.80741;-5;1;35.503723,-84.80741
37421;Chattanooga;TN;35.028574;-85.15939;-5;1;35.028574,-85.15939
37774;Loudon;TN;35.725969;-84.33069;-5;1;35.725969,-84.33069
38124;Memphis;TN;35.201738;-89.971538;-6;1;35.201738,-89.971538
37048;Cottontown;TN;36.491753;-86.59963;-6;1;36.491753,-86.59963
37018;Beechgrove;TN;35.642797;-86.1669;-6;1;35.642797,-86.1669
37041;Clarksville;TN;36.477428;-87.377197;-6;1;36.477428,-87.377197
37618;Bluff City;TN;36.469605;-82.22998;-5;1;36.469605,-82.22998
37743;Greeneville;TN;36.102325;-82.85446;-5;1;36.102325,-82.85446
38468;Leoma;TN;35.135003;-87.29218;-6;1;35.135003,-87.29218
37659;Jonesborough;TN;36.293805;-82.49704;-5;1;36.293805,-82.49704
37010;Adams;TN;36.569635;-87.10026;-6;1;36.569635,-87.10026
37059;Dowelltown;TN;35.993983;-85.92851;-6;1;35.993983,-85.92851
37086;La Vergne;TN;36.01333;-86.56268;-6;1;36.01333,-86.56268
37171;Southside;TN;36.354736;-87.30571;-6;1;36.354736,-87.30571
37682;Milligan College;TN;36.296007;-82.305359;-5;1;36.296007,-82.305359
38347;Jacks Creek;TN;35.462376;-88.50539;-6;1;35.462376,-88.50539
38567;Hickman;TN;36.140473;-85.91072;-6;1;36.140473,-85.91072
37063;Fosterville;TN;35.859565;-86.420958;-6;1;35.859565,-86.420958
38136;Memphis;TN;35.201738;-89.971538;-6;1;35.201738,-89.971538
38315;Bethel Springs;TN;35.260888;-88.64275;-6;1;35.260888,-88.64275
37885;Vonore;TN;35.543355;-84.1933;-5;1;35.543355,-84.1933
37217;Nashville;TN;36.103408;-86.66616;-6;1;36.103408,-86.66616
38186;Memphis;TN;35.201738;-89.971538;-6;1;35.201738,-89.971538
37902;Knoxville;TN;35.964032;-83.91964;-5;1;35.964032,-83.91964
37310;Charleston;TN;35.275808;-84.76927;-5;1;35.275808,-84.76927
38146;Memphis;TN;35.201738;-89.971538;-6;1;35.201738,-89.971538
37306;Belvidere;TN;35.106467;-86.2035;-6;1;35.106467,-86.2035
37332;Evensville;TN;35.585467;-84.94125;-5;1;35.585467,-84.94125
37804;Maryville;TN;35.781607;-83.93591;-5;1;35.781607,-83.93591
37924;Knoxville;TN;36.029987;-83.80705;-5;1;36.029987,-83.80705
37773;Lone Mountain;TN;36.466398;-83.678621;-5;1;36.466398,-83.678621
37830;Oak Ridge;TN;35.992691;-84.27044;-5;1;35.992691,-84.27044
38451;Culleoka;TN;35.474034;-86.98993;-6;1;35.474034,-86.98993
37245;Nashville;TN;36.186605;-86.785248;-6;1;36.186605,-86.785248
37765;Kyles Ford;TN;36.572764;-83.05028;-5;1;36.572764,-83.05028
38555;Crossville;TN;35.929314;-85.05926;-6;1;35.929314,-85.05926
37155;Saint Bethlehem;TN;36.477428;-87.377197;-6;1;36.477428,-87.377197
38583;Sparta;TN;35.943026;-85.45113;-6;1;35.943026,-85.45113
38235;McLemoresville;TN;35.992987;-88.57656;-6;1;35.992987,-88.57656
37166;Smithville;TN;35.922583;-85.80108;-6;1;35.922583,-85.80108
38504;Allardt;TN;36.392571;-84.73614;-6;1;36.392571,-84.73614
37137;Nunnelly;TN;35.88662;-87.50471;-6;1;35.88662,-87.50471
38145;Memphis;TN;35.201738;-89.971538;-6;1;35.201738,-89.971538
37701;Alcoa;TN;35.784708;-83.97956;-5;1;35.784708,-83.97956
38177;Memphis;TN;35.201738;-89.971538;-6;1;35.201738,-89.971538
37369;Reliance;TN;35.191719;-84.49446;-5;1;35.191719,-84.49446
38376;Shiloh;TN;35.130384;-88.34742;-6;1;35.130384,-88.34742
37864;Sevierville;TN;35.854211;-83.613849;-5;1;35.854211,-83.613849
37308;Birchwood;TN;35.357001;-84.99288;-5;1;35.357001,-84.99288
38316;Bradford;TN;36.067294;-88.81209;-6;1;36.067294,-88.81209
37810;Mohawk;TN;36.188878;-83.09599;-5;1;36.188878,-83.09599
37349;Manchester;TN;35.497637;-86.07482;-6;1;35.497637,-86.07482
37680;Laurel Bloomery;TN;36.580229;-81.75509;-5;1;36.580229,-81.75509
38362;Oakfield;TN;35.73006;-88.78683;-6;1;35.73006,-88.78683
37920;Knoxville;TN;35.923517;-83.89042;-5;1;35.923517,-83.89042
37013;Antioch;TN;36.055115;-86.64782;-6;1;36.055115,-86.64782
37238;Nashville;TN;36.186605;-86.785248;-6;1;36.186605,-86.785248
37339;Gruetli Laager;TN;35.373152;-85.62361;-6;1;35.373152,-85.62361
37714;Caryville;TN;36.290972;-84.22104;-5;1;36.290972,-84.22104
38568;Hilham;TN;36.414282;-85.45701;-6;1;36.414282,-85.45701
37939;Knoxville;TN;35.990142;-83.96218;-5;1;35.990142,-83.96218
37732;Elgin;TN;36.327029;-84.60898;-5;1;36.327029,-84.60898
38562;Gainesboro;TN;36.351803;-85.65757;-6;1;36.351803,-85.65757
37755;Helenwood;TN;36.434757;-84.53288;-5;1;36.434757,-84.53288
37037;Christiana;TN;35.702877;-86.35134;-6;1;35.702877,-86.35134
37727;Del Rio;TN;35.900308;-83.01575;-5;1;35.900308,-83.01575
37745;Greeneville;TN;36.229928;-82.81406;-5;1;36.229928,-82.81406
38241;Palmersville;TN;36.427351;-88.59234000000001;-6;1;36.427351,-88.59234
37074;Hartsville;TN;36.407653;-86.15305;-6;1;36.407653,-86.15305
37874;Sweetwater;TN;35.598659;-84.46613;-5;1;35.598659,-84.46613
37847;Pioneer;TN;36.432891;-84.27781;-5;1;36.432891,-84.27781
38571;Crossville;TN;36.04347;-85.094842;-6;1;36.04347,-85.094842
37373;Sale Creek;TN;35.391643;-85.10329;-5;1;35.391643,-85.10329
37422;Chattanooga;TN;35.221092;-85.209082;-5;1;35.221092,-85.209082
37842;Ozone;TN;35.87543;-84.792927;-6;1;35.87543,-84.792927
38372;Savannah;TN;35.180947;-88.18946;-6;1;35.180947,-88.18946
38281;Union City;TN;36.354384;-89.149881;-6;1;36.354384,-89.149881
37027;Brentwood;TN;36.007373;-86.79121;-6;1;36.007373,-86.79121
37396;Whiteside;TN;34.994156;-85.48755;-6;1;34.994156,-85.48755
38391;Denmark;TN;35.560669;-89.00984;-6;1;35.560669,-89.00984
37687;Roan Mountain;TN;36.192236;-82.0975;-5;1;36.192236,-82.0975
37816;Morristown;TN;36.213293;-83.275211;-5;1;36.213293,-83.275211
37136;Norene;TN;36.156231;-86.304922;-6;1;36.156231,-86.304922
37224;Nashville;TN;36.186605;-86.785248;-6;1;36.186605,-86.785248
37304;Bakewell;TN;35.345216;-85.138046;-5;1;35.345216,-85.138046
37353;McDonald;TN;35.114036;-84.98535;-5;1;35.114036,-84.98535
37860;Russellville;TN;36.248645;-83.19321;-5;1;36.248645,-83.19321
37205;Nashville;TN;36.113558;-86.86207;-6;1;36.113558,-86.86207
37335;Flintville;TN;35.063253;-86.41866;-6;1;35.063253,-86.41866
38366;Pinson;TN;35.4832;-88.73125;-6;1;35.4832,-88.73125
37724;Cumberland Gap;TN;36.566416;-83.67499;-5;1;36.566416,-83.67499
37921;Knoxville;TN;35.973731;-83.97413;-5;1;35.973731,-83.97413
38387;Westport;TN;35.878702;-88.27401;-6;1;35.878702,-88.27401
37348;Kelso;TN;35.1149;-86.4421;-6;1;35.1149,-86.4421
37927;Knoxville;TN;35.990142;-83.96218;-5;1;35.990142,-83.96218
38023;Drummonds;TN;35.489296;-89.94754;-6;1;35.489296,-89.94754
37229;Nashville;TN;36.186605;-86.785248;-6;1;36.186605,-86.785248
37686;Piney Flats;TN;36.430799;-82.33344;-5;1;36.430799,-82.33344
37872;Sunbright;TN;36.262842;-84.66549;-5;1;36.262842,-84.66549
37867;Shawanee;TN;36.580283;-83.647254;-5;1;36.580283,-83.647254
37204;Nashville;TN;36.112058;-86.77626;-6;1;36.112058,-86.77626
37614;Johnson City;TN;36.302479;-82.36984;-5;1;36.302479,-82.36984
37082;Kingston Springs;TN;36.084917;-87.1106;-6;1;36.084917,-87.1106
37058;Dover;TN;36.477136;-87.85877;-6;1;36.477136,-87.85877
38152;Memphis;TN;35.201738;-89.971538;-6;1;35.201738,-89.971538
37916;Knoxville;TN;35.955732;-83.93271;-5;1;35.955732,-83.93271
38231;Henry;TN;36.210847;-88.42518;-6;1;36.210847,-88.42518
38242;Paris;TN;36.300311;-88.32891;-6;1;36.300311,-88.32891
37051;Cumberland Furnace;TN;36.310027;-87.4128;-6;1;36.310027,-87.4128
37208;Nashville;TN;36.174806;-86.80252;-6;1;36.174806,-86.80252
37669;Kingsport;TN;36.504158;-82.26446;-5;1;36.504158,-82.26446
37909;Knoxville;TN;35.947846;-84.01554;-5;1;35.947846,-84.01554
38449;Ardmore;TN;35.043961;-86.84324;-6;1;35.043961,-86.84324
37328;Elora;TN;35.018508;-86.36085;-6;1;35.018508,-86.36085
37709;Blaine;TN;36.161001;-83.67602;-5;1;36.161001,-83.67602
37854;Rockwood;TN;35.861763;-84.70042;-5;1;35.861763,-84.70042
37853;Rockford;TN;35.834126;-83.93452;-5;1;35.834126,-83.93452
37309;Calhoun;TN;35.302952;-84.74359;-5;1;35.302952,-84.74359
38359;Milledgeville;TN;35.37046;-88.36434;-6;1;35.37046,-88.36434
37865;Seymour;TN;35.853932;-83.74476;-5;1;35.853932,-83.74476
37719;Coalfield;TN;36.029022;-84.42541;-5;1;36.029022,-84.42541
38188;Memphis;TN;35.201738;-89.971538;-6;1;35.201738,-89.971538
37085;Lascassas;TN;35.950979;-86.29596;-6;1;35.950979,-86.29596
38184;Memphis;TN;35.201738;-89.971538;-6;1;35.201738,-89.971538
37247;Nashville;TN;36.186605;-86.785248;-6;1;36.186605,-86.785248
37318;Cowan;TN;35.168862;-86.00538;-6;1;35.168862,-86.00538
38552;Chestnut Mound;TN;36.214724;-85.79907;-6;1;36.214724,-85.79907
38074;Bolivar;TN;35.213371;-88.990028;-6;1;35.213371,-88.990028
38472;Lynnville;TN;35.376463;-87.04478;-6;1;35.376463,-87.04478
38502;Cookeville;TN;36.141824;-85.454779;-6;1;36.141824,-85.454779
37352;Lynchburg;TN;35.276795;-86.35264;-6;1;35.276795,-86.35264
37601;Johnson City;TN;36.331006;-82.3386;-5;1;36.331006,-82.3386
37923;Knoxville;TN;35.928997;-84.07543;-5;1;35.928997,-84.07543
38037;Gates;TN;35.82036;-89.41497;-6;1;35.82036,-89.41497
38256;Springville;TN;36.330953;-88.12309;-6;1;36.330953,-88.12309
38201;McKenzie;TN;36.133065;-88.52246;-6;1;36.133065,-88.52246
38487;Williamsport;TN;35.734499;-87.21926;-6;1;35.734499,-87.21926
38356;Medon;TN;35.431381;-88.88248;-6;1;35.431381,-88.88248
38030;Finley;TN;35.980206;-89.60112;-6;1;35.980206,-89.60112
38140;Memphis;TN;35.201738;-89.971538;-6;1;35.201738,-89.971538
37882;Townsend;TN;35.680116;-83.75801;-5;1;35.680116,-83.75801
38142;Memphis;TN;35.201738;-89.971538;-6;1;35.201738,-89.971538
38332;Enville;TN;35.411713;-88.40388;-6;1;35.411713,-88.40388
38563;Gordonsville;TN;36.182334;-85.9832;-6;1;36.182334,-85.9832
37090;Lebanon;TN;36.147433;-86.31061;-6;1;36.147433,-86.31061
38040;Halls;TN;35.879497;-89.41989;-6;1;35.879497,-89.41989
38352;Luray;TN;35.52953;-88.53275;-6;1;35.52953,-88.53275
37115;Madison;TN;36.264069;-86.70566;-6;1;36.264069,-86.70566
38190;Memphis;TN;35.201738;-89.971538;-6;1;35.201738,-89.971538
37049;Cross Plains;TN;36.548569;-86.67907;-6;1;36.548569,-86.67907
37388;Tullahoma;TN;35.357522;-86.21484;-6;1;35.357522,-86.21484
37769;Lake City;TN;36.221786;-84.14984;-5;1;36.221786,-84.14984
37888;Washburn;TN;36.310299;-83.60658;-5;1;36.310299,-83.60658
37814;Morristown;TN;36.225565;-83.30799;-5;1;36.225565,-83.30799
38545;Bloomington Springs;TN;36.228911;-85.66854;-6;1;36.228911,-85.66854
37211;Nashville;TN;36.079259;-86.72584;-6;1;36.079259,-86.72584
37187;White Bluff;TN;36.117433;-87.21761;-6;1;36.117433,-87.21761
37236;Nashville;TN;36.186605;-86.785248;-6;1;36.186605,-86.785248
37341;Harrison;TN;35.19154;-85.09827;-5;1;35.19154,-85.09827
37681;Limestone;TN;36.246547;-82.62095;-5;1;36.246547,-82.62095
38550;Campaign;TN;35.773417;-85.619169;-6;1;35.773417,-85.619169
37397;Whitwell;TN;35.20297;-85.49733;-6;1;35.20297,-85.49733
37042;Clarksville;TN;36.58068;-87.4056;-6;1;36.58068,-87.4056
38135;Memphis;TN;35.232085;-89.85214;-6;1;35.232085,-89.85214
38334;Finger;TN;35.357639;-88.60089;-6;1;35.357639,-88.60089
37076;Hermitage;TN;36.180507;-86.60111;-6;1;36.180507,-86.60111
38012;Brownsville;TN;35.590558;-89.2609;-6;1;35.590558,-89.2609
37149;Readyville;TN;35.800108;-86.19391;-6;1;35.800108,-86.19391
37351;Lupton City;TN;35.104789;-85.26415;-5;1;35.104789,-85.26415
37841;Oneida;TN;36.49787;-84.51808;-5;1;36.49787,-84.51808
37116;Madison;TN;36.186605;-86.785248;-6;1;36.186605,-86.785248
37148;Portland;TN;36.576137;-86.51355;-6;1;36.576137,-86.51355
37683;Mountain City;TN;36.451041;-81.81906;-5;1;36.451041,-81.81906
38047;Lenox;TN;36.063947;-89.62287;-6;1;36.063947,-89.62287
37930;Knoxville;TN;35.9029;-83.953554;-5;1;35.9029,-83.953554
38331;Eaton;TN;35.969336;-89.131915;-6;1;35.969336,-89.131915
37748;Harriman;TN;35.930801;-84.53135;-5;1;35.930801,-84.53135
37023;Big Rock;TN;36.574224;-87.79018;-6;1;36.574224,-87.79018
37052;Cunningham;TN;36.371609;-87.4039;-6;1;36.371609,-87.4039
37057;Dixon Springs;TN;36.389736;-86.04135;-6;1;36.389736,-86.04135
37178;Tennessee Ridge;TN;36.323799;-87.77676;-6;1;36.323799,-87.77676
37207;Nashville;TN;36.215535;-86.77317;-6;1;36.215535,-86.77317
37699;Piney Flats;TN;36.504158;-82.26446;-5;1;36.504158,-82.26446
38187;Memphis;TN;35.201738;-89.971538;-6;1;35.201738,-89.971538
37040;Clarksville;TN;36.528448;-87.34142;-6;1;36.528448,-87.34142
37150;Red Boiling Springs;TN;36.543183;-85.81114;-6;1;36.543183,-85.81114
37861;Rutledge;TN;36.243526;-83.51516;-5;1;36.243526,-83.51516
38450;Collinwood;TN;35.187869;-87.77263;-6;1;35.187869,-87.77263
37664;Kingsport;TN;36.522968;-82.51162;-5;1;36.522968,-82.51162
38558;Crossville;TN;36.008521;-84.91132;-6;1;36.008521,-84.91132
38059;Newbern;TN;36.114872;-89.25419;-6;1;36.114872,-89.25419
37334;Fayetteville;TN;35.136177;-86.57433;-6;1;35.136177,-86.57433
38108;Memphis;TN;35.174165;-89.96028;-6;1;35.174165,-89.96028
37097;Lobelville;TN;35.769743;-87.80286;-6;1;35.769743,-87.80286
37756;Huntsville;TN;36.351978;-84.42137;-5;1;36.351978,-84.42137
38067;Saulsbury;TN;35.090194;-89.02951;-6;1;35.090194,-89.02951
37822;Newport;TN;35.947688;-83.106554;-5;1;35.947688,-83.106554
37414;Chattanooga;TN;35.221092;-85.209082;-5;1;35.221092,-85.209082
37752;Harrogate;TN;36.581713;-83.61278;-5;1;36.581713,-83.61278
37230;Nashville;TN;36.186605;-86.785248;-6;1;36.186605,-86.785248
37138;Old Hickory;TN;36.243698;-86.62308;-6;1;36.243698,-86.62308
37201;Nashville;TN;36.164556;-86.77738;-6;1;36.164556,-86.77738
37999;Knoxville;TN;35.990142;-83.96218;-5;1;35.990142,-83.96218
37342;Hillsboro;TN;35.39156;-85.96367;-6;1;35.39156,-85.96367
37078;Hurricane Mills;TN;35.924976;-87.77219;-6;1;35.924976,-87.77219
37151;Riddleton;TN;36.335403;-86.0317;-6;1;36.335403,-86.0317
37232;Nashville;TN;36.186605;-86.785248;-6;1;36.186605,-86.785248
37815;Morristown;TN;36.213293;-83.275211;-5;1;36.213293,-83.275211
37940;Knoxville;TN;35.990142;-83.96218;-5;1;35.990142,-83.96218
38088;Cordova;TN;35.201738;-89.971538;-6;1;35.201738,-89.971538
38112;Memphis;TN;35.148605;-89.97479;-6;1;35.148605,-89.97479
38229;Gleason;TN;36.223573;-88.60614;-6;1;36.223573,-88.60614
37725;Dandridge;TN;35.996454;-83.39791;-5;1;35.996454,-83.39791
38457;Five Points;TN;35.025423;-87.29104;-6;1;35.025423,-87.29104
38488;Taft;TN;35.045279;-86.69047;-6;1;35.045279,-86.69047
37060;Eagleville;TN;35.73843;-86.64441;-6;1;35.73843,-86.64441
37950;Knoxville;TN;35.990142;-83.96218;-5;1;35.990142,-83.96218
38254;Samburg;TN;36.379051;-89.353821;-6;1;36.379051,-89.353821
37243;Nashville;TN;36.167606;-86.784498;-6;1;36.167606,-86.784498
37384;Soddy Daisy;TN;35.221092;-85.209082;-5;1;35.221092,-85.209082
37806;Mascot;TN;36.086398;-83.7413;-5;1;36.086398,-83.7413
38358;Milan;TN;35.916722;-88.76628;-6;1;35.916722,-88.76628
37708;Bean Station;TN;36.320262;-83.32206;-5;1;36.320262,-83.32206
38008;Bolivar;TN;35.25543;-88.98751;-6;1;35.25543,-88.98751
37235;Nashville;TN;36.186605;-86.785248;-6;1;36.186605,-86.785248
37892;Winfield;TN;36.563797;-84.41935;-5;1;36.563797,-84.41935
38462;Hohenwald;TN;35.535397;-87.54905;-6;1;35.535397,-87.54905
37174;Spring Hill;TN;35.73062;-86.91144;-6;1;35.73062,-86.91144
37072;Goodlettsville;TN;36.35465;-86.71879;-6;1;36.35465,-86.71879
37140;Only;TN;35.863362;-87.67179;-6;1;35.863362,-87.67179
37315;Collegedale;TN;35.047891;-85.057359;-5;1;35.047891,-85.057359
38125;Memphis;TN;35.035466;-89.80329;-6;1;35.035466,-89.80329
38551;Celina;TN;36.547412;-85.48904;-6;1;36.547412,-85.48904
38025;Dyersburg;TN;36.046851;-89.443779;-6;1;36.046851,-89.443779
37938;Knoxville;TN;36.113552;-83.93785;-5;1;36.113552,-83.93785
38475;Olivehill;TN;35.270793;-88.01666;-6;1;35.270793,-88.01666
37242;Nashville;TN;36.186605;-86.785248;-6;1;36.186605,-86.785248
37912;Knoxville;TN;36.008048;-83.97962;-5;1;36.008048,-83.97962
37088;Lebanon;TN;36.156231;-86.304922;-6;1;36.156231,-86.304922
37405;Chattanooga;TN;35.081323;-85.31903;-5;1;35.081323,-85.31903
37602;Johnson City;TN;36.271729;-82.501212;-5;1;36.271729,-82.501212
38474;Mount Pleasant;TN;35.52478;-87.22342;-6;1;35.52478,-87.22342
37241;Nashville;TN;36.186605;-86.785248;-6;1;36.186605,-86.785248
38392;Mercer;TN;35.468337;-89.04069;-6;1;35.468337,-89.04069
37203;Nashville;TN;36.152607;-86.78927;-6;1;36.152607,-86.78927
38477;Prospect;TN;35.040578;-86.98456;-6;1;35.040578,-86.98456
38575;Moss;TN;36.555932;-85.65072;-6;1;36.555932,-85.65072
37087;Lebanon;TN;36.240331;-86.29271;-6;1;36.240331,-86.29271
38195;Memphis;TN;35.201738;-89.971538;-6;1;35.201738,-89.971538
37391;Turtletown;TN;35.098017;-84.36195;-5;1;35.098017,-84.36195
38131;Memphis;TN;35.063236;-89.99403;-6;1;35.063236,-89.99403
37846;Philadelphia;TN;35.679462;-84.45838;-5;1;35.679462,-84.45838
38034;Friendship;TN;35.908286;-89.24555;-6;1;35.908286,-89.24555
38043;Hickory Withe;TN;35.199265;-89.414113;-6;1;35.199265,-89.414113
37128;Murfreesboro;TN;35.813319;-86.4455;-6;1;35.813319,-86.4455
37694;Watauga;TN;36.376371;-82.278;-5;1;36.376371,-82.278
37625;Bristol;TN;36.504158;-82.26446;-5;1;36.504158,-82.26446
38104;Memphis;TN;35.133825;-90.00463;-6;1;35.133825,-90.00463
37877;Talbott;TN;36.154381;-83.40946;-5;1;36.154381,-83.40946
37064;Franklin;TN;35.893823;-86.89919;-6;1;35.893823,-86.89919
38302;Jackson;TN;35.612405;-88.841225;-6;1;35.612405,-88.841225
37146;Pleasant View;TN;36.393153;-87.0285;-6;1;36.393153,-87.0285
