Zip;City;State;Latitude;Longitude;Timezone;Daylight savings time flag;geopoint
37130;Murfreesboro;TN;35.860152;-86.3648;-6;1;35.860152,-86.3648
37828;Norris;TN;36.190257;-84.07017;-5;1;36.190257,-84.07017
37886;Walland;TN;35.734481;-83.81988;-5;1;35.734481,-83.81988
37802;Maryville;TN;35.728283;-83.933815;-5;1;35.728283,-83.933815
38161;Memphis;TN;35.201738;-89.971538;-6;1;35.201738,-89.971538
37035;Chapmansboro;TN;36.388731;-87.13175;-6;1;36.388731,-87.13175
37404;Chattanooga;TN;35.030474;-85.2749;-5;1;35.030474,-85.2749
37818;Mosheim;TN;36.190417;-82.96185;-5;1;36.190417,-82.96185
37219;Nashville;TN;36.166806;-86.78172;-6;1;36.166806,-86.78172
37314;Cokercreek;TN;35.246689;-84.303121;-5;1;35.246689,-84.303121
37731;Eidson;TN;36.531811;-83.03714;-5;1;36.531811,-83.03714
38486;Westpoint;TN;35.164749;-87.54145;-6;1;35.164749,-87.54145
38553;Clarkrange;TN;36.209271;-85.00757;-6;1;36.209271,-85.00757
38327;Crump;TN;35.225753;-88.30456;-6;1;35.225753,-88.30456
37801;Maryville;TN;35.709071;-84.05015;-5;1;35.709071,-84.05015
37383;Sewanee;TN;35.180503;-85.903522;-6;1;35.180503,-85.903522
37033;Centerville;TN;35.76714;-87.49418;-6;1;35.76714,-87.49418
38542;Allred;TN;36.323957;-85.20787;-6;1;36.323957,-85.20787
37412;Chattanooga;TN;34.996674;-85.23748;-5;1;34.996674,-85.23748
37829;Oakdale;TN;35.98291;-84.60149;-5;1;35.98291,-84.60149
38054;Millington;TN;35.334132;-89.870636;-6;1;35.334132,-89.870636
37807;Maynardville;TN;36.251265;-83.82558;-5;1;36.251265,-83.82558
37849;Powell;TN;36.044507;-84.04192;-5;1;36.044507,-84.04192
38333;Eva;TN;36.114049;-87.97808;-6;1;36.114049,-87.97808
37354;Madisonville;TN;35.506259;-84.35738;-5;1;35.506259,-84.35738
38363;Parsons;TN;35.66088;-88.1184;-6;1;35.66088,-88.1184
37715;Clairfield;TN;36.567165;-83.94202;-5;1;36.567165,-83.94202
37838;Sewanee;TN;35.199411;-85.93221;-6;1;35.199411,-85.93221
37881;Thorn Hill;TN;36.407028;-83.34113;-5;1;36.407028,-83.34113
37922;Knoxville;TN;35.875925;-84.12608;-5;1;35.875925,-84.12608
37929;Knoxville;TN;35.922421;-83.795492;-5;1;35.922421,-83.795492
37641;Chuckey;TN;36.21503;-82.6744;-5;1;36.21503,-82.6744
37366;Pelham;TN;35.304582;-85.85456;-6;1;35.304582,-85.85456
37343;Hixson;TN;35.167987;-85.21158;-5;1;35.167987,-85.21158
37248;Nashville;TN;36.186605;-86.785248;-6;1;36.186605,-86.785248
37665;Kingsport;TN;36.583233;-82.57249;-5;1;36.583233,-82.57249
37020;Bell Buckle;TN;35.616935;-86.39629;-6;1;35.616935,-86.39629
38336;Fruitvale;TN;35.748414;-89.032672;-6;1;35.748414,-89.032672
37025;Bon Aqua;TN;35.943598;-87.28991;-6;1;35.943598,-87.28991
38045;Laconia;TN;35.290428;-89.232185;-6;1;35.290428,-89.232185
37411;Chattanooga;TN;35.023824;-85.2333;-5;1;35.023824,-85.2333
38425;Clifton;TN;35.401188;-87.97188;-6;1;35.401188,-87.97188
38311;Bath Springs;TN;35.436584;-88.11912;-6;1;35.436584,-88.11912
37878;Tallassee;TN;35.63373;-83.93138;-5;1;35.63373,-83.93138
37161;Shelbyville;TN;35.471531;-86.489019;-6;1;35.471531,-86.489019
37190;Woodbury;TN;35.813335;-86.05538;-6;1;35.813335,-86.05538
38389;Yorkville;TN;36.135364;-89.111653;-6;1;36.135364,-89.111653
38548;Buffalo Valley;TN;36.163234;-85.78987;-6;1;36.163234,-85.78987
38378;Spring Creek;TN;35.764637;-88.685;-6;1;35.764637,-88.685
37387;Tracy City;TN;35.275367;-85.74039;-6;1;35.275367,-85.74039
37381;Spring City;TN;35.68801;-84.82777;-5;1;35.68801,-84.82777
38271;Woodland Mills;TN;36.458295;-89.233227;-6;1;36.458295,-89.233227
38453;Dellrose;TN;35.128317;-86.81188;-6;1;35.128317,-86.81188
37338;Graysville;TN;35.443503;-85.18397;-6;1;35.443503,-85.18397
37374;Sequatchie;TN;35.19174;-85.64149;-6;1;35.19174,-85.64149
38587;Walling;TN;35.869657;-85.61165;-6;1;35.869657,-85.61165
38455;Elkton;TN;35.05392;-86.895305;-6;1;35.05392,-86.895305
37181;Vanleer;TN;36.237999;-87.49831;-6;1;36.237999,-87.49831
37244;Nashville;TN;36.186605;-86.785248;-6;1;36.186605,-86.785248
37919;Knoxville;TN;35.922881;-84.00384;-5;1;35.922881,-84.00384
38116;Memphis;TN;35.03319;-90.01128;-6;1;35.03319,-90.01128
38582;Silver Point;TN;36.09651;-85.74373;-6;1;36.09651,-85.74373
37323;Cleveland;TN;35.114482;-84.82836;-5;1;35.114482,-84.82836
37723;Crab Orchard;TN;35.933213;-84.86226;-6;1;35.933213,-84.86226
38111;Memphis;TN;35.10935;-89.94363;-6;1;35.10935,-89.94363
38050;Maury City;TN;35.815535;-89.22386;-6;1;35.815535,-89.22386
37079;Indian Mound;TN;36.48677;-87.66331;-6;1;36.48677,-87.66331
37141;Orlinda;TN;36.60983;-86.69226;-6;1;36.60983,-86.69226
38183;Germantown;TN;35.201738;-89.971538;-6;1;35.201738,-89.971538
38339;Guys;TN;35.047877;-88.52289;-6;1;35.047877,-88.52289
37095;Liberty;TN;36.000953;-85.97669;-6;1;36.000953,-85.97669
37880;Ten Mile;TN;35.684788;-84.67782;-5;1;35.684788,-84.67782
38055;Millington;TN;35.201738;-89.971538;-6;1;35.201738,-89.971538
38141;Memphis;TN;35.016803;-89.84701;-6;1;35.016803,-89.84701
37914;Knoxville;TN;35.988528;-83.84981;-5;1;35.988528,-83.84981
37763;Kingston;TN;35.839274;-84.50562;-5;1;35.839274,-84.50562
37070;Goodlettsville;TN;36.186605;-86.785248;-6;1;36.186605,-86.785248
37658;Hampton;TN;36.269157;-82.17558;-5;1;36.269157,-82.17558
37644;Elizabethton;TN;36.436637;-82.051765;-5;1;36.436637,-82.051765
38148;Memphis;TN;35.201738;-89.971538;-6;1;35.201738,-89.971538
37997;Knoxville;TN;35.990142;-83.96218;-5;1;35.990142,-83.96218
38168;Memphis;TN;35.201738;-89.971538;-6;1;35.201738,-89.971538
38330;Dyer;TN;36.073575;-89.01767;-6;1;36.073575,-89.01767
37016;Auburntown;TN;35.951494;-86.09259;-6;1;35.951494,-86.09259
37355;Manchester;TN;35.500068;-86.08414;-6;1;35.500068,-86.08414
38109;Memphis;TN;35.050286;-90.07523;-6;1;35.050286,-90.07523
38377;Silerton;TN;35.35604;-88.826923;-6;1;35.35604,-88.826923
37863;Pigeon Forge;TN;35.792313;-83.5605;-5;1;35.792313,-83.5605
37132;Murfreesboro;TN;35.859565;-86.420958;-6;1;35.859565,-86.420958
38028;Eads;TN;35.203968;-89.62203;-6;1;35.203968,-89.62203
37089;La Vergne;TN;35.859565;-86.420958;-6;1;35.859565,-86.420958
38011;Brighton;TN;35.474694;-89.72344;-6;1;35.474694,-89.72344
37660;Kingsport;TN;36.547133;-82.55408;-5;1;36.547133,-82.55408
38375;Selmer;TN;35.165045;-88.59327;-6;1;35.165045,-88.59327
37753;Hartford;TN;35.822918;-83.10835;-5;1;35.822918,-83.10835
38226;Dukedom;TN;36.488409;-88.66672;-6;1;36.488409,-88.66672
38151;Memphis;TN;35.201738;-89.971538;-6;1;35.201738,-89.971538
38130;Memphis;TN;35.201738;-89.971538;-6;1;35.201738,-89.971538
38118;Memphis;TN;35.048455;-89.92426;-6;1;35.048455,-89.92426
38143;Memphis;TN;35.201738;-89.971538;-6;1;35.201738,-89.971538
38348;Lavinia;TN;35.867764;-88.63929;-6;1;35.867764,-88.63929
38483;Summertown;TN;35.43506;-87.33748;-6;1;35.43506,-87.33748
37726;Deer Lodge;TN;36.186086;-84.838;-5;1;36.186086,-84.838
37710;Briceville;TN;36.15231;-84.28968;-5;1;36.15231,-84.28968
37873;Surgoinsville;TN;36.51276;-82.83526;-5;1;36.51276,-82.83526
37389;Arnold AFB;TN;35.497637;-86.07482;-6;1;35.497637,-86.07482
38058;Munford;TN;35.451159;-89.80845;-6;1;35.451159,-89.80845
37122;Mount Juliet;TN;36.195016;-86.49732;-6;1;36.195016,-86.49732
38305;Jackson;TN;35.693101;-88.80653;-6;1;35.693101,-88.80653
38328;Darden;TN;35.667861;-88.21648;-6;1;35.667861,-88.21648
38080;Ridgely;TN;36.224429;-89.48641;-6;1;36.224429,-89.48641
37032;Cedar Hill;TN;36.522355;-87.02542;-6;1;36.522355,-87.02542
37645;Mount Carmel;TN;36.560966;-82.65855;-5;1;36.560966,-82.65855
37213;Nashville;TN;36.167179;-86.76777;-6;1;36.167179,-86.76777
37394;Viola;TN;35.538116;-85.86169;-6;1;35.538116,-85.86169
38010;Braden;TN;35.288624;-89.48802;-6;1;35.288624,-89.48802
38230;Greenfield;TN;36.154281;-88.76867;-6;1;36.154281,-88.76867
37406;Chattanooga;TN;35.065723;-85.25014;-5;1;35.065723,-85.25014
37206;Nashville;TN;36.180806;-86.74176;-6;1;36.180806,-86.74176
37360;Normandy;TN;35.433962;-86.26045;-6;1;35.433962,-86.26045
37075;Hendersonville;TN;36.311047;-86.61173;-6;1;36.311047,-86.61173
38019;Covington;TN;35.560622;-89.64201;-6;1;35.560622,-89.64201
37250;Nashville;TN;36.186605;-86.785248;-6;1;36.186605,-86.785248
37811;Mooresburg;TN;36.352009;-83.22676;-5;1;36.352009,-83.22676
37153;Rockvale;TN;35.751016;-86.55056;-6;1;35.751016,-86.55056
37056;Dickson;TN;36.146949;-87.352971;-6;1;36.146949,-87.352971
37364;Cleveland;TN;35.17272;-84.861885;-5;1;35.17272,-84.861885
37928;Knoxville;TN;35.990142;-83.96218;-5;1;35.990142,-83.96218
37302;Apison;TN;35.017404;-85.01322;-5;1;35.017404,-85.01322
37172;Springfield;TN;36.513979;-86.86892;-6;1;36.513979,-86.86892
37824;New Tazewell;TN;36.449963;-83.591129;-5;1;36.449963,-83.591129
37083;Lafayette;TN;36.537994;-86.01497;-6;1;36.537994,-86.01497
38115;Memphis;TN;35.057311;-89.86291;-6;1;35.057311,-89.86291
38573;Monroe;TN;36.480151;-85.20656;-6;1;36.480151,-85.20656
37142;Palmyra;TN;36.421075;-87.49893;-6;1;36.421075,-87.49893
37227;Nashville;TN;36.186605;-86.785248;-6;1;36.186605,-86.785248
37316;Conasauga;TN;34.995039;-84.72951;-5;1;34.995039,-84.72951
37188;White House;TN;36.467624;-86.66941;-6;1;36.467624,-86.66941
37029;Burns;TN;36.047742;-87.28938;-6;1;36.047742,-87.28938
37707;Arthur;TN;36.566257;-83.636479;-5;1;36.566257,-83.636479
37744;Greeneville;TN;36.182289;-82.73948;-5;1;36.182289,-82.73948
38083;Millington;TN;35.201738;-89.971538;-6;1;35.201738,-89.971538
38324;Clarksburg;TN;35.867454;-88.39343;-6;1;35.867454,-88.39343
37119;Mitchellville;TN;36.631981;-86.539028;-6;1;36.631981,-86.539028
37733;Rugby;TN;36.351914;-84.713666;-5;1;36.351914,-84.713666
38342;Hollow Rock;TN;36.075068;-88.28916;-6;1;36.075068,-88.28916
37046;College Grove;TN;35.7557;-86.72272;-6;1;35.7557,-86.72272
37180;Unionville;TN;35.621614;-86.57353;-6;1;35.621614,-86.57353
37210;Nashville;TN;36.140857;-86.74437;-6;1;36.140857,-86.74437
37408;Chattanooga;TN;35.030907;-85.31004;-5;1;35.030907,-85.31004
37869;Sneedville;TN;36.521297;-83.22818;-5;1;36.521297,-83.22818
37022;Bethpage;TN;36.501049;-86.3;-6;1;36.501049,-86.3
38223;Como;TN;36.310995;-88.260367;-6;1;36.310995,-88.260367
38544;Baxter;TN;36.127733;-85.64636;-6;1;36.127733,-85.64636
37127;Murfreesboro;TN;35.791021;-86.34445;-6;1;35.791021,-86.34445
37378;Smartt;TN;35.678368;-85.777633;-6;1;35.678368,-85.777633
38320;Camden;TN;36.050286;-88.10137;-6;1;36.050286,-88.10137
37409;Chattanooga;TN;35.001842;-85.33092;-5;1;35.001842,-85.33092
37450;Chattanooga;TN;35.221092;-85.209082;-5;1;35.221092,-85.209082
38077;Wynnburg;TN;36.344296;-89.522851;-6;1;36.344296,-89.522851
38402;Columbia;TN;35.629413;-87.068172;-6;1;35.629413,-87.068172
37876;Sevierville;TN;35.860157;-83.48694;-5;1;35.860157,-83.48694
37145;Pleasant Shade;TN;36.377253;-85.90866;-6;1;36.377253,-85.90866
37662;Kingsport;TN;36.530517;-82.529816;-5;1;36.530517,-82.529816
38126;Memphis;TN;35.126469;-90.04359;-6;1;35.126469,-90.04359
37996;Knoxville;TN;35.990142;-83.96218;-5;1;35.990142,-83.96218
37777;Louisville;TN;35.835374;-84.01196;-5;1;35.835374,-84.01196
37162;Shelbyville;TN;35.510825;-86.450042;-6;1;35.510825,-86.450042
37382;Summitville;TN;35.497637;-86.07482;-6;1;35.497637,-86.07482
38261;Union City;TN;36.426933;-89.0727;-6;1;36.426933,-89.0727
37621;Bristol;TN;36.504158;-82.26446;-5;1;36.504158,-82.26446
38380;Sugar Tree;TN;35.77928;-88.02646;-6;1;35.77928,-88.02646
38006;Bells;TN;35.696656;-89.08457;-6;1;35.696656,-89.08457
37705;Andersonville;TN;36.217896;-84.01131;-5;1;36.217896,-84.01131
37073;Greenbrier;TN;36.427758;-86.81023;-6;1;36.427758,-86.81023
38137;Memphis;TN;35.201738;-89.971538;-6;1;35.201738,-89.971538
38225;Dresden;TN;36.305305;-88.6869;-6;1;36.305305,-88.6869
37499;Chattanooga;TN;35.221092;-85.209082;-5;1;35.221092,-85.209082
37237;Nashville;TN;36.186605;-86.785248;-6;1;36.186605,-86.785248
37401;Chattanooga;TN;35.017818;-85.206426;-5;1;35.017818,-85.206426
38106;Memphis;TN;35.103019;-90.04017;-6;1;35.103019,-90.04017
38549;Byrdstown;TN;36.572543;-85.15007;-6;1;36.572543,-85.15007
37183;Wartrace;TN;35.508541;-86.30889;-6;1;35.508541,-86.30889
38574;Monterey;TN;36.133983;-85.23805;-6;1;36.133983,-85.23805
37031;Castalian Springs;TN;36.377228;-86.30112;-6;1;36.377228,-86.30112
37692;Unicoi;TN;36.20493;-82.31214;-5;1;36.20493,-82.31214
38456;Ethridge;TN;35.336135;-87.26409;-6;1;35.336135,-87.26409
38060;Oakland;TN;35.214462;-89.5034;-6;1;35.214462,-89.5034
37333;Farner;TN;35.14864;-84.31707;-5;1;35.14864,-84.31707
38570;Livingston;TN;36.376289;-85.32585;-6;1;36.376289,-85.32585
37215;Nashville;TN;36.098408;-86.82522;-6;1;36.098408,-86.82522
38048;Macon;TN;35.15066;-89.481362;-6;1;35.15066,-89.481362
37901;Knoxville;TN;36.032334;-83.884804;-5;1;36.032334,-83.884804
37043;Clarksville;TN;36.506407;-87.2572;-6;1;36.506407,-87.2572
37327;Dunlap;TN;35.399109;-85.38755;-6;1;35.399109,-85.38755
38478;Pulaski;TN;35.204983;-87.01246;-6;1;35.204983,-87.01246
37249;Nashville;TN;36.186605;-86.785248;-6;1;36.186605,-86.785248
38554;Crawford;TN;36.26742;-85.16204;-6;1;36.26742,-85.16204
38002;Arlington;TN;35.272386;-89.71198;-6;1;35.272386,-89.71198
37840;Oliver Springs;TN;36.045663;-84.36685;-5;1;36.045663,-84.36685
37951;Knoxville;TN;35.972146;-83.950384;-5;1;35.972146,-83.950384
38016;Memphis;TN;35.177475;-89.776835;-6;1;35.177475,-89.776835
38070;Tigrett;TN;35.942019;-89.243405;-6;1;35.942019,-89.243405
38338;Gibson;TN;35.870849;-88.846372;-6;1;35.870849,-88.846372
37766;La Follette;TN;36.388766;-84.08164;-5;1;36.388766,-84.08164
38237;Martin;TN;36.353928;-88.84191;-6;1;36.353928,-88.84191
38503;Cookeville;TN;36.141824;-85.454779;-6;1;36.141824,-85.454779
37234;Nashville;TN;36.186605;-86.785248;-6;1;36.186605,-86.785248
37361;Ocoee;TN;35.108559;-84.70139;-5;1;35.108559,-84.70139
37026;Bradyville;TN;35.699599;-86.10976;-6;1;35.699599,-86.10976
37179;Thompsons Station;TN;35.79867;-86.90734;-6;1;35.79867,-86.90734
37852;Robbins;TN;36.335832;-84.6022;-5;1;36.335832,-84.6022
38157;Memphis;TN;35.114416;-89.89189;-6;1;35.114416,-89.89189
38166;Memphis;TN;35.201738;-89.971538;-6;1;35.201738,-89.971538
38301;Jackson;TN;35.60758;-88.81959;-6;1;35.60758,-88.81959
37312;Cleveland;TN;35.219532;-84.86489;-5;1;35.219532,-84.86489
37998;Knoxville;TN;35.935134;-83.750258;-5;1;35.935134,-83.750258
38105;Memphis;TN;35.15275;-90.0356;-6;1;35.15275,-90.0356
38120;Memphis;TN;35.124818;-89.86562;-6;1;35.124818,-89.86562
37313;Coalmont;TN;35.361678;-85.70288;-6;1;35.361678,-85.70288
37826;Niota;TN;35.548316;-84.58403;-5;1;35.548316,-84.58403
37656;Fall Branch;TN;36.4017;-82.62705;-5;1;36.4017,-82.62705
38194;Memphis;TN;35.201738;-89.971538;-6;1;35.201738,-89.971538
37301;Altamont;TN;35.429018;-85.77679;-6;1;35.429018,-85.77679
37377;Signal Mountain;TN;35.159778;-85.33332;-5;1;35.159778,-85.33332
37012;Alexandria;TN;36.076635;-86.01978;-6;1;36.076635,-86.01978
37345;Huntland;TN;35.052678;-86.27141;-6;1;35.052678,-86.27141
38482;Santa Fe;TN;35.77692;-87.1517;-6;1;35.77692,-87.1517
37047;Cornersville;TN;35.330683;-86.8406;-6;1;35.330683,-86.8406
37160;Shelbyville;TN;35.47066;-86.45974;-6;1;35.47066,-86.45974
38053;Millington;TN;35.347965;-89.90668;-6;1;35.347965,-89.90668
38110;Memphis;TN;35.201738;-89.971538;-6;1;35.201738,-89.971538
38543;Alpine;TN;36.400338;-85.16208;-6;1;36.400338,-85.16208
37933;Knoxville;TN;35.990142;-83.96218;-5;1;35.990142,-83.96218
38026;Memphis;TN;35.132219;-90.047966;-6;1;35.132219,-90.047966
37185;Waverly;TN;36.085376;-87.81626;-6;1;36.085376,-87.81626
38107;Memphis;TN;35.167515;-90.02224;-6;1;35.167515,-90.02224
37604;Johnson City;TN;36.312633;-82.3802;-5;1;36.312633,-82.3802
38578;Pleasant Hill;TN;36.007405;-85.162272;-6;1;36.007405,-85.162272
38049;Mason;TN;35.391363;-89.53988;-6;1;35.391363,-89.53988
38581;Rock Island;TN;35.751554;-85.63943;-6;1;35.751554,-85.63943
38452;Cypress Inn;TN;35.066147;-87.80171;-6;1;35.066147,-87.80171
37218;Nashville;TN;36.206755;-86.85215;-6;1;36.206755,-86.85215
37214;Nashville;TN;36.166956;-86.66869;-6;1;36.166956,-86.66869
37331;Etowah;TN;35.325991;-84.53015;-5;1;35.325991,-84.53015
37186;Westmoreland;TN;36.579247;-86.23954;-6;1;36.579247,-86.23954
38329;Decaturville;TN;35.546839;-88.12345;-6;1;35.546839,-88.12345
37821;Newport;TN;35.963276;-83.20116;-5;1;35.963276,-83.20116
37917;Knoxville;TN;35.991982;-83.91859;-5;1;35.991982,-83.91859
38381;Toone;TN;35.35452;-88.95209;-6;1;35.35452,-88.95209
37015;Ashland City;TN;36.299293;-87.06949;-6;1;36.299293,-87.06949
37144;Petersburg;TN;35.301331;-86.63337;-6;1;35.301331,-86.63337
38046;La Grange;TN;35.049339;-89.23476;-6;1;35.049339,-89.23476
37111;McMinnville;TN;35.678368;-85.777633;-6;1;35.678368,-85.777633
37307;Benton;TN;35.172376;-84.63913;-5;1;35.172376,-84.63913
37711;Bulls Gap;TN;36.274715;-83.05737;-5;1;36.274715,-83.05737
38337;Gadsden;TN;35.794403;-89.01731;-6;1;35.794403,-89.01731
37615;Johnson City;TN;36.405338;-82.44593;-5;1;36.405338,-82.44593
38139;Germantown;TN;35.087468;-89.7615;-6;1;35.087468,-89.7615
38036;Gallaway;TN;35.320487;-89.6215;-6;1;35.320487,-89.6215
37220;Nashville;TN;36.069659;-86.77266;-6;1;36.069659,-86.77266
37424;Chattanooga;TN;35.221092;-85.209082;-5;1;35.221092,-85.209082
37831;Oak Ridge;TN;36.105971;-84.195796;-5;1;36.105971,-84.195796
38464;Lawrenceburg;TN;35.259613;-87.37522;-6;1;35.259613,-87.37522
38473;Minor Hill;TN;35.026969;-87.16763;-6;1;35.026969,-87.16763
38374;Scotts Hill;TN;35.522263;-88.24152;-6;1;35.522263,-88.24152
38346;Idlewild;TN;36.030588;-88.805599;-6;1;36.030588,-88.805599
38559;Doyle;TN;35.833271;-85.51921;-6;1;35.833271,-85.51921
37688;Shady Valley;TN;36.529827;-81.91718;-5;1;36.529827,-81.91718
38113;Memphis;TN;35.12738;-89.984484;-6;1;35.12738,-89.984484
38564;Granville;TN;36.259907;-85.7555;-6;1;36.259907,-85.7555
37416;Chattanooga;TN;35.089805;-85.18152;-5;1;35.089805,-85.18152
38556;Jamestown;TN;36.409385;-84.93393;-6;1;36.409385,-84.93393
